repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
Venthos/DayZRedux,C++,0.621951,2,0,0.012928,4.666667,4.333333,0,102129,0.000000,6,0,1,1,1
hfinkel/lfort,C++,0.969061,1,0,0.214221,3.000000,0.142857,1,475273,0.022815,20,1,1,1,1
Virako/ofw,C++,0.973684,2,1,0.396752,26.500000,2.500000,1,2410,0.294894,3,1,1,1,1
afedchin/xbmc-addon-iptvsimple,C++,0.785714,2,0,0.295200,3.894737,2.473684,1,12250,0.234104,82,1,1,1,1
blueboy/portalclassic,C++,0.873418,11,1,0.189435,12.341463,0.341463,1,681059,0.022558,10,1,1,1,1
glynos/uri,C++,0.870968,2,1,0.157239,8.173913,0.695652,1,3993,0.501038,2,1,1,1,1
FreeFalcon/freefalcon-central,C++,0.882081,3,0,0.153164,11.428571,2.095238,1,613069,0.007256,52,1,1,1,1
chntujia/Asteriated_Grail,C++,1.000000,3,0,0.047759,137.000000,14.000000,0,21688,0.000000,7,0,1,1,1
yjwong/node-sane,C++,1.000000,1,0,0.016981,3.000000,3.000000,1,1077,0.000000,15,0,1,1,1
llvm-mirror/clang-tools-extra,C++,0.777487,11,0,0.322887,31.555555,0.111111,1,21115,0.099194,32,1,1,1,1
timflutre/eqtlbma,C++,0.846154,1,0,0.111567,5.625000,0.541667,1,31444,0.000000,11,0,1,1,1
golems/grip,C++,0.000000,5,0,0.000000,83.000000,29.000000,0,3,0.000000,0,0,1,1,1
lunixbochs/glues,C++,0.894444,1,0,0.232042,5.000000,3.000000,1,39033,0.105755,13,1,1,1,1
sreich/ore-infinium,C++,0.000000,1,0,0.254925,60.068966,3.931034,1,4622,0.000000,10,0,1,1,1
dschmidt/tomahawk-account-tomahawk,C++,0.898305,1,0,0.321898,11.666667,0.333333,1,7914,0.000000,3,0,1,1,1
johnsogg/cs2270,C++,0.985915,1,0,0.241036,68.333336,4.666667,0,8451,0.000000,37,0,1,1,1
sphere-group/sphere,C++,0.919765,3,0,0.103860,1.133333,0.266667,1,133365,0.126594,17,1,1,1,1
Fody/Fody,C++,0.000000,1,0,0.015727,10.346154,5.500000,1,4902,0.000000,906,0,1,1,1
ideawu/ssdb,C++,0.940239,3,0,0.142343,34.653847,23.730768,1,114360,0.080644,3155,1,1,1,1
nojhan/paradiseo,C++,0.897814,3,0,0.418019,6.208333,1.416667,1,95999,0.024778,14,1,1,1,1
qmule/qmule,C++,0.992063,2,0,0.116007,12.500000,4.388889,1,64765,0.166762,15,1,1,1,1
nyanp/tiny-cnn,C++,0.863636,1,0,0.192809,2.769231,0.423077,1,3037,0.064539,450,1,1,1,1
SherifEldeeb/inmet,C++,0.400000,1,0,0.182722,3.882353,0.588235,1,1415,0.000000,58,0,1,1,1
mscdex/cap,C++,0.176471,1,0,0.455398,2.520000,0.880000,1,2413,0.000000,140,0,1,1,1
ros-interactive-manipulation/velo_gripper,C++,1.000000,1,0,0.213495,3.250000,0.750000,1,3848,0.000000,1,0,1,1,1
baus/switchflow,C++,0.943089,1,0,0.157748,9.333333,0.166667,1,9731,0.000000,6,0,1,1,1
rvagg/node-leveldown,C++,0.885542,2,1,0.133203,24.153847,6.153846,1,61405,0.066655,297,1,1,1,1
mstump/libcql,C++,0.923077,1,0,0.128243,9.700000,5.600000,1,7749,0.102377,32,1,1,1,1
neilmendoza/ofxPostProcessing,C++,1.000000,1,0,0.391043,3.428571,0.666667,1,2686,0.000000,174,0,1,1,1
kaneda75/SearchPatternsInArt,C++,1.000000,1,0,0.087209,37.000000,3.000000,1,511,0.000000,17,0,1,1,1
tempodb/tempodb-embedded-c,C++,0.915730,2,1,0.210183,1.750000,0.250000,1,17921,0.013729,5,1,1,1,1
OpenSecurityResearch/dllinjector,C++,0.909091,1,0,0.245711,3.000000,1.000000,1,1363,0.000000,117,0,1,1,1
Floby/node-libspotify,C++,0.928571,2,1,0.272268,5.769231,1.730769,0,3117,0.061264,98,1,1,1,1
original-male/ntk,C++,0.870736,1,0,0.237054,3.482759,0.172414,1,139281,0.128947,1,1,1,1,1
alecthomas/entityx,C++,0.975000,2,1,0.092266,9.384615,3.500000,1,9977,0.750292,549,1,1,1,1
olk/boost-fiber,C++,0.878505,1,0,0.129334,18.192308,1.192308,0,10333,0.274612,79,0,1,1,1
edrosten/TooN,C++,0.946903,3,0,0.177725,2.057692,0.134615,1,26719,0.070836,45,1,1,1,1
vlachos/PROJECT-HY454-2012,C++,0.956140,2,0,0.078001,12.076923,0.076923,0,10926,0.022730,2,1,1,1,1
weyrick/corvus,C++,0.878788,1,0,0.605559,11.375000,0.125000,1,33567,0.148288,11,1,1,1,1
master-hamster/Events,C++,0.903226,1,0,0.195022,13.666667,6.333333,0,2799,0.000000,0,0,1,1,1
vinipsmaker/tufao,C++,0.903846,1,0,0.327107,17.243902,1.731707,1,10512,0.126566,216,1,1,1,1
HarinarayanKrishnan/VisIt,C++,0.891776,7,0,0.346028,44.599998,0.080000,1,2130364,0.002851,0,1,1,1,1
oVirt/ovirt-guest-agent,C++,0.538462,2,0,0.120332,4.060606,0.090909,1,7700,0.007022,9,1,1,1,1
kolibre/libkolibre-player,C++,0.937500,2,0,0.259568,6.352941,0.235294,1,3998,0.193143,5,1,1,1,1
SAPikachu/flash3kyuu_deband,C++,0.565217,1,1,0.129615,4.370370,0.222222,1,6827,0.197894,26,1,1,1,1
ilhanyumer/DSNP,C++,1.000000,2,0,0.125427,5.250000,0.250000,1,14608,0.058635,14,1,1,1,1
danomatika/ofxMidi,C++,0.914286,2,0,0.247730,2.804878,0.463415,1,5542,0.000000,102,1,1,1,1
ptrv/GpxDBImporterExporter,C++,0.948092,1,0,0.298222,38.000000,1.000000,1,231044,0.000000,2,0,1,1,1
onedayitwillmake/BulletHaven,C++,0.718281,2,0,0.148966,4.000000,1.000000,1,185072,0.001561,15,1,1,1,1
npp-community/npp-community,C++,0.867876,2,0,0.083966,9.090909,0.090909,1,216711,0.361886,32,1,1,1,1
zhangce/elementary,C++,0.900662,1,1,0.027487,33.333332,0.333333,1,1343113,0.027355,16,1,1,1,1
shuLhan/rescached,C++,0.812500,1,0,0.086121,19.000000,0.333333,1,4754,0.000000,6,0,1,1,1
amontefusco/gnuradio-amontefusco,C++,0.894635,4,0,0.296363,33.333332,0.333333,1,224799,0.150195,8,1,1,1,1
stedolan/llvm,C++,0.981808,10,0,0.230782,100.000000,0.000000,1,612134,0.027186,6,1,1,1,1
theatrus/libevecache,C++,0.916667,3,0,0.111238,0.500000,0.500000,1,2368,0.533391,11,1,1,1,1
sriemer/ugtrain,C++,0.864865,1,0,0.195453,16.812500,0.125000,1,9022,0.000000,38,0,1,1,1
rosedu/cdl,C++,0.000000,5,0,0.027549,2.395833,0.666667,1,17616,0.000000,1,1,1,1,1
hMailServer/hMailServer,C++,0.973790,1,0,0.090141,9.179487,2.384615,1,207331,0.023885,141,1,1,1,1
ismaell/android-qt5-qtbase,C++,0.945712,9,0,0.234889,55.000000,0.000000,1,2028236,0.319294,4,1,1,1,1
poftwaresatent/stanford_wbc,C++,0.968699,2,0,0.241398,2.571429,0.047619,1,152727,0.359669,8,1,1,1,1
contradict/SampleReturn,C++,0.923077,3,0,0.060771,49.026318,0.157895,1,252906,0.065689,3,1,1,1,1
CS-svnmirror/farmanager,C++,0.581343,7,0,0.133492,75.961540,0.000000,1,681750,0.008733,3,1,1,1,0
Ll0ir/primou,C++,0.916667,2,0,0.178122,33.000000,4.000000,1,3307,0.000000,1,1,1,1,1
kcris/qxAdm,C++,0.826923,1,1,0.258689,2.702703,0.162162,1,5451,0.000000,2,1,1,1,1
cmr/pyspades,C++,0.699675,2,0,0.095383,108.230766,0.153846,1,147876,0.000000,2,1,1,1,1
Lasercake/Lasercake,C++,0.736641,2,1,0.144886,8.153846,2.769231,1,271312,0.005570,7,1,1,1,1
mtconnect/adapter,C++,0.880435,1,0,0.175743,2.170213,0.106383,1,46235,0.010488,19,1,1,1,1
micovery/takistan-life-revolution,C++,0.600000,4,0,0.023578,8.250000,8.812500,1,7333,0.000000,5,1,1,1,1
alexmalkov/adventure-game,C++,0.979592,2,0,0.243381,31.000000,4.000000,0,1634,0.000000,0,0,1,1,1
DigitalInBlue/Celero,C++,0.911950,3,1,0.239400,5.115385,2.038462,1,95537,0.662870,135,1,1,1,1
mrft/Wyphon,C++,0.357143,1,0,0.296828,3.125000,1.000000,1,2353,0.000000,34,0,1,1,1
thestew42/ShockShapes,C++,0.935484,1,0,0.088427,0.222222,0.444444,1,22988,0.694991,0,0,1,1,1
TheDarklingWolf/Cataclysm-DDA,C++,0.948571,13,1,0.036632,454.000000,222.600006,1,131617,0.001242,5,1,1,1,1
nathanpc/leafIRC,C++,0.912000,2,0,0.284299,10.166667,4.833333,1,41423,0.510367,1,1,1,1,1
powtac/Autarc_LAN_User_Stats,C++,0.500000,2,0,0.137652,5.423077,2.076923,1,2873,0.000000,4,1,1,1,1
Zeex/samp-plugin-jit,C++,0.794118,1,1,0.262195,12.807692,1.115385,1,43740,0.000000,19,1,1,1,1
stevemarple/AuroraWatchNet,C++,0.675325,1,0,0.057242,20.464287,0.178571,1,57385,0.000000,3,0,1,1,1
qmule/libed2k,C++,0.957746,3,0,0.210474,9.076923,0.038462,1,58412,0.039594,19,1,1,1,1
ros-perception/laser_filters,C++,1.000000,9,0,0.330921,1.584615,0.276923,1,1388,0.105796,4,1,1,1,1
utexas-bwi/segbot_apps,C++,1.000000,1,0,0.117527,7.192308,1.230769,1,1370,0.000000,0,0,1,1,1
joschu/trajopt,C++,0.931164,1,0,0.154913,13.500000,0.642857,1,511429,0.138729,32,1,1,1,1
jamoma/JamomaCore,C++,0.793909,4,0,0.174446,57.365852,8.731707,1,443110,0.016478,11,1,1,1,1
libretro/desmume-libretro,C++,0.904382,2,0,0.200916,5.473684,0.578947,1,101190,0.206998,8,1,1,1,1
mumble-voip/libmumble,C++,0.330709,1,0,0.028704,4.166667,0.111111,1,89616,0.073890,31,1,1,1,1
lycis/QtDropbox,C++,0.875000,2,1,0.214623,4.057143,1.171429,1,3520,0.084995,77,1,1,1,1
ydmao/Metis,C++,0.956522,1,0,0.140583,15.222222,0.277778,1,8747,0.652680,22,1,1,1,1
m0r13/mapcrafter,C++,0.947368,1,1,0.225139,48.611111,5.166667,1,14938,0.032012,162,1,1,1,1
anlumo/moai-fmoddesigner,C++,0.900000,2,0,0.217804,6.000000,2.000000,0,2638,0.000000,0,0,1,1,1
Forkk/MultiMC5,C++,0.952381,3,0,0.200831,28.454544,0.363636,1,73762,0.151978,31,1,1,1,1
nkindlon/nekBedtools,C++,0.951456,1,0,0.227736,5.285714,4.714286,1,32924,0.000000,1,0,1,1,1
noelwarr/rgal,C++,0.441860,1,0,0.092942,12.500000,3.000000,1,2840,0.000000,2,0,1,1,1
llvm-tilera/llvm,C++,0.987395,2,0,0.207874,0.666667,0.666667,1,807333,0.030029,7,1,1,1,1
atraber/RaspExt,C++,0.969072,1,0,0.061008,19.666668,2.500000,1,26969,0.000000,0,0,1,1,1
ignatz/boost_mongo,C++,0.973451,1,1,0.146473,4.857143,0.285714,1,7499,0.885510,7,1,1,1,1
jonathanventura/vrlt,C++,0.933333,2,0,0.208328,5.925926,0.074074,1,19642,0.085949,7,1,1,1,1
nemomobile/ssu,C++,0.971429,3,0,0.200353,7.413793,1.551724,1,5919,0.239082,1,1,1,1,1
Kline-/NAMS,C++,0.904110,1,0,0.380497,17.421053,0.473684,1,7854,0.000000,2,0,1,1,1
jubatus/jubatus-mpio,C++,0.722222,4,0,0.142624,1.741379,0.293103,1,4256,0.100856,7,1,1,1,1
hamsham/Harbinger-Game-Engine,C++,0.982456,3,0,0.125732,9.681818,0.136364,1,12521,0.083094,0,1,1,1,1
teragonaudio/NotNotchFilter,C++,0.946058,1,0,0.270126,18.333332,2.333333,1,174617,0.000000,6,0,1,1,1
GenaBitu/Pertotman,C++,0.956522,1,0,0.049553,2.600000,0.900000,1,1191,0.000000,0,0,1,1,1
teragonaudio/HiLoFilter,C++,0.937681,1,0,0.258957,20.500000,4.500000,1,162729,0.000000,7,0,1,1,1
ros-drivers/openni_camera,C++,1.000000,7,0,0.303153,2.730769,1.269231,0,4669,0.000000,15,0,1,1,1
Hrothen/Skald,C++,0.888889,1,0,0.153162,13.666667,5.000000,1,879,0.446602,1,1,1,1,1
osmandapp/OsmAnd-external-skia,C++,0.972106,21,0,0.126338,7.653846,0.000000,1,545706,0.134420,0,1,1,1,1
hartmannw/Research,C++,0.000000,1,0,0.080366,2.600000,1.333333,1,1824,0.000000,0,0,1,1,1
esrf-bliss/Lima-camera-basler,C++,0.933333,4,0,0.193995,2.525000,0.225000,1,2443,0.000000,1,1,1,1,1
kmdm/ruuveal,C++,0.142857,1,0,0.064653,3.160000,3.280000,1,2081,0.000000,47,0,1,1,1
brownie/cashlib,C++,0.993789,1,0,0.096101,5.375000,0.125000,1,24231,0.283683,24,1,1,1,1
r4start/llvm-with-ms-abi-support,C++,0.987140,22,0,0.214058,115.000000,0.000000,1,781889,0.030247,1,1,1,1,1
rbewley4/dispatcher,C++,0.900000,1,0,0.213491,2.200000,0.600000,1,1154,0.649867,0,1,1,1,1
ros-planning/moveit_core,C++,0.937500,7,1,0.286207,22.107143,8.250000,0,25650,0.164834,22,1,1,1,1
ros-visualization/visualization_tutorials,C++,0.956522,3,1,0.327919,3.617647,0.764706,1,3277,0.000000,8,1,1,1,1
meta-qt5/qtbase,C++,0.940578,54,0,0.236745,24.114286,0.000000,1,2153464,0.313527,2,1,1,1,1
rfernandes/answer,C++,0.920000,3,0,0.100681,3.777778,0.333333,1,5296,0.072830,1,1,1,1,1
biometrics/openbr,C++,0.972438,5,0,0.045373,97.615387,13.615385,1,1479501,0.014007,1451,1,1,1,1
performous/web,C++,0.000000,3,0,0.090629,3.136364,0.030303,1,28066,0.000000,2,1,1,1,1
gbkedar/farsight-clone,C++,0.963599,7,0,0.247172,18.000000,0.000000,1,469155,0.028759,1,1,1,1,0
iamantony/FFilter,C++,0.944444,1,0,0.233157,14.500000,1.000000,1,4237,0.000000,0,0,1,1,1
ESE519/Authoring_Tools_4_product_tagging,C++,0.848485,2,0,0.128331,11.000000,0.400000,1,591317,0.005709,0,1,1,1,1
ros-perception/laser_geometry,C++,1.000000,6,0,0.222397,1.848485,0.181818,1,1488,0.467018,6,1,1,1,1
DHrpcs3/rpcs3,C++,0.918584,9,1,0.075548,101.357140,30.678572,1,172652,0.007967,58,1,1,1,1
Sam-Scheib/comp308_project,C++,0.722222,3,0,0.238570,90.000000,1.000000,0,2633,0.195433,1,1,1,1,1
BtbN/vlc-htsp-plugin,C++,1.000000,1,0,0.085600,4.461538,0.653846,1,2285,0.000000,36,0,1,1,1
death-droid/Rice-Video,C++,0.779661,1,0,0.189068,7.814815,0.333333,1,91907,0.000000,24,0,1,1,1
OctoMap/octomap,C++,0.944444,2,1,0.312749,7.115385,3.076923,1,30210,0.044008,122,1,1,1,1
zpublic/AV-GSG,C++,0.621622,2,0,0.160077,15.545455,4.181818,0,13915,0.060693,3,1,1,1,1
swig/swig,C++,0.836918,11,1,0.101655,31.012501,4.500000,1,226071,0.011706,912,1,1,1,1
cinemast/libjson-rpc-cpp,C++,0.925000,2,1,0.153985,20.153847,3.961538,1,5981,0.211538,177,1,1,1,1
openSUSE/kdebase-opensuse,C++,1.000000,3,0,0.150355,2.025000,0.550000,1,1678,0.000000,1,0,1,1,1
Thulinma/ndsplus,C++,0.000000,1,0,0.195900,2.666667,5.666667,1,385,0.000000,6,0,1,1,1
KorfLab/StochHMM,C++,0.848921,1,0,0.267131,6.793103,0.241379,1,31484,0.000000,49,0,1,1,1
highpower/uatraits,C++,0.712329,3,0,0.053798,7.933333,0.400000,1,70666,0.117856,11,1,1,1,1
petercrlane/ferret,C++,1.000000,1,0,0.091050,2.900000,0.700000,0,5420,0.038793,7,0,1,1,1
filcab/lldb,C++,0.966116,6,0,0.162469,312.000000,0.000000,1,360248,0.080731,0,1,1,1,1
Ericson2314/Voxlap,C++,0.933333,1,0,0.082586,63.750000,2.875000,0,32315,0.000000,34,0,1,1,1
po-devs/pokemon-online,C++,0.950427,5,1,0.052519,48.478260,19.507246,1,173638,0.015922,180,1,1,1,1
Nojan/CityScape,C++,0.463576,1,0,0.422323,12.000000,4.000000,0,11495,0.026904,1,0,1,1,1
SmartphoneBrainScanner/smartphonebrainscanner2-core,C++,0.971963,3,0,0.166131,4.062500,0.750000,1,16119,0.016415,32,1,1,1,1
szezso/android_device_htc_vivo,C++,0.584507,2,0,0.273460,13.166667,0.083333,1,50957,0.120125,4,1,1,1,1
zaufi/kate-cpp-helper-plugin,C++,0.853333,1,0,0.281761,7.727273,0.863636,1,17192,0.088693,14,1,1,1,1
cppforlife/checkman,C++,0.308300,7,1,0.098756,7.200000,2.500000,1,8684,0.000000,57,1,1,1,1
lazyrun/kenay,C++,0.418440,2,0,0.132311,18.000000,14.000000,1,55459,0.000000,0,1,1,1,1
MorleyDev/UnitTest11,C++,0.833333,1,1,0.033636,4.416667,1.416667,1,6512,0.555010,9,1,1,1,1
Tw1ddle/Blind-Crossword-3D,C++,1.000000,1,0,0.065989,3.846154,1.923077,1,5893,0.230807,4,1,1,1,1
renemilk/springlobby,C++,0.848485,3,1,0.072575,4.129032,0.096774,1,114626,0.000621,7,1,1,1,1
oclint/oclint,C++,0.996047,5,0,0.023353,24.545456,10.545455,1,19662,0.077485,1224,1,1,1,1
jaworekplayt/MutexPhysX,C++,0.416667,1,0,0.157209,2.777778,0.777778,0,3863,0.058032,0,0,1,1,1
jrl-umi3218/jrl-walkgen,C++,0.940299,8,1,0.081751,3.250000,0.250000,1,126040,0.102473,11,1,1,1,1
murrekatt/cpput,C++,0.666667,1,1,0.206581,14.800000,1.600000,1,584,0.228205,3,1,1,1,1
xflouris/PEAR,C++,0.166667,2,0,0.125885,4.500000,0.750000,1,6962,0.000000,27,1,1,1,1
portown/same,C++,0.176471,1,0,0.093431,3.769231,0.307692,1,1944,0.025592,0,1,1,1,1
vkohaupt/vokoscreen,C++,0.947368,2,0,0.130694,16.692308,3.615385,1,19301,0.000000,140,1,1,1,1
Zeex/samp-plugin-profiler,C++,0.875000,1,1,0.275612,8.200000,0.360000,1,5313,0.000000,21,1,1,1,1
magreenblatt/cef3-node,C++,0.964527,1,0,0.297018,17.250000,0.250000,1,57112,0.196845,3,1,1,1,1
CRREL/points2grid,C++,0.892562,4,1,0.232120,3.600000,0.525000,1,93705,0.673193,17,1,1,1,1
ehird/crawl-1.1,C++,0.958333,2,0,0.380347,14.000000,9.000000,1,25090,0.557075,1,1,1,1,1
vladimir-ch/umeshu,C++,0.852941,1,0,0.173364,5.375000,0.125000,1,6210,0.019511,15,1,1,1,1
ros-planning/geometric_shapes,C++,1.000000,4,1,0.164179,3.966667,0.966667,0,3653,0.124196,1,1,1,1,1
smistad/Tube-Segmentation-Framework,C++,0.900000,1,0,0.091029,17.600000,0.066667,1,10394,0.075546,3,1,1,1,1
Andreabont/Project-Riddle,C++,0.733333,1,1,0.290072,7.282051,0.051282,1,2319,0.087018,5,1,1,1,1
tbdingqi/tbleveldb,C++,0.958333,2,0,0.205313,3.500000,0.500000,1,12985,0.070905,3,1,1,1,1
makrohn/concordia,C++,0.000000,4,0,0.233410,13.500000,0.954545,1,372,0.000000,7,1,1,1,1
SomeRandomGameDev/DumbFramework,C++,0.943548,2,0,0.262440,10.240000,1.560000,1,27182,0.290893,1,1,1,1,1
ethz-asl/ethzasl_icp_mapping,C++,0.954545,3,0,0.132460,6.520000,0.960000,0,7219,0.000000,18,0,1,1,1
gree/GreePlatformSDKCocos2dx,C++,0.865169,2,0,0.109675,7.000000,1.250000,1,10394,0.000000,23,1,1,1,1
kenshinthebattosai/customBotConsole,C++,0.121951,1,0,0.140463,19.875000,7.500000,1,1167,0.000000,1,0,1,1,1
azat/astyle,C++,0.938776,1,0,0.144952,4.666667,0.333333,1,89941,0.011537,0,1,1,1,1
szatmary/iAlert,C++,0.882353,1,0,0.065997,3.600000,0.600000,1,1568,0.000000,14,0,1,1,1
iamtheschmitzer/liquibook,C++,0.958333,1,0,0.150284,43.000000,0.666667,1,7492,0.781165,0,1,1,1,1
Jailfindery/garden,C++,0.872727,1,0,0.287963,5.692308,0.769231,1,3372,0.000000,0,0,1,1,1
jjallaire/rcpp-gallery,C++,0.923077,3,0,0.629190,9.703704,2.444444,1,13351,0.000000,31,1,1,1,1
yujinrobot/yujin_ocs,C++,0.900000,3,0,0.176198,12.920000,2.840000,1,7059,0.000000,5,1,1,1,1
NpoSaut/QtMon,C++,0.966667,2,0,0.061782,30.208332,1.958333,0,7991,0.000000,0,0,1,1,1
tum-vision/dvo,C++,0.924528,1,0,0.217849,2.428571,1.714286,1,5429,0.137069,43,1,1,1,1
Micket/oofem,C++,0.928367,3,0,0.285129,63.117645,0.058824,1,253719,0.000000,11,1,1,1,1
Meique/Meique,C++,0.830357,1,0,0.121109,8.111111,1.555556,1,16857,0.070302,9,1,1,1,1
cmangos/mangos-tbc,C++,0.874887,10,1,0.189499,7.980392,0.509804,1,687271,0.022397,60,1,1,1,1
War3Source/War3Source,C++,0.000000,5,0,0.412810,13.653846,7.038462,1,4383,0.000000,17,1,1,1,1
RobotWebTools/tf2_web_republisher,C++,1.000000,4,1,0.208042,2.217391,0.565217,1,470,0.000000,2,1,1,1,1
brndnmtthws/conky,C++,0.972414,4,1,0.152278,7.413793,1.344828,1,35489,0.123790,626,1,1,1,1
Tormozzz/CGCursWork,C++,0.555556,2,0,0.177384,8.000000,2.000000,0,2286,0.000000,0,0,1,1,1
mfichman/jogo,C++,0.954545,1,1,0.211709,7.454545,1.363636,1,23418,0.009227,3,1,1,1,1
performous/composer,C++,0.911111,2,0,0.116942,3.043478,0.521739,1,7481,0.000000,19,1,1,1,1
Lirrec/SchiffbruchEngine,C++,0.972028,3,0,0.091265,12.444444,0.703704,0,22964,0.000000,5,0,1,1,1
bastibl/gnuradio,C++,0.911543,7,0,0.278701,21.607143,0.000000,1,271595,0.045470,1,1,1,1,1
vice87/gam-ngs,C++,0.967914,1,0,0.320182,2.777778,0.527778,1,21065,0.000000,17,0,1,1,1
nuodb/node-db-nuodb,C++,0.954545,5,1,0.100650,4.814815,0.703704,1,3492,0.000000,10,1,1,1,1
spring/pr-downloader,C++,0.894737,1,1,0.087410,5.769231,2.538462,1,35701,0.011945,10,1,1,1,1
supercollider/sc3-plugins,C++,0.924152,8,1,0.091034,5.821429,1.214286,1,260817,0.057004,55,1,1,1,1
dominic82/oostubs,C++,0.978723,2,0,0.263581,25.000000,1.333333,0,3487,0.000000,0,0,1,1,1
iminuit/iminuit,C++,0.995000,2,1,0.180329,9.750000,4.437500,1,63996,0.003201,28,1,1,1,1
openwebos/luna-sysmgr-common,C++,0.910448,8,0,0.223157,3.333333,0.111111,1,8711,0.000000,2,1,1,1,1
ninjablocks/arduino-ninja-blocks,C++,0.555556,2,0,0.210802,5.200000,1.000000,1,3949,0.000000,13,1,1,1,1
ros-planning/moveit_ros,C++,0.965665,9,1,0.241111,45.474998,14.675000,0,39419,0.040474,41,1,1,1,1
ros-planning/moveit_pr2,C++,0.967742,7,1,0.296128,13.236842,1.526316,0,9295,0.390570,17,1,1,1,1
themanaworld/tmwa,C++,0.865724,1,1,0.143089,16.703705,1.444444,1,72257,0.093293,36,1,1,1,1
skieffer/sminthopsys,C++,0.962012,2,0,0.302370,7.000000,2.750000,1,233070,0.010034,0,1,1,1,1
domuk/404Wasteland-Chernarus,C++,0.671233,2,0,0.021515,2.500000,2.000000,1,6598,0.000000,15,1,1,1,1
QuantumBytesInc/ROAL,C++,0.813953,2,0,0.325413,2.888889,0.370370,1,9914,0.000000,4,1,1,1,1
Shkerzy/android_device_alcatel_brandy,C++,0.897436,2,0,0.282373,18.000000,1.800000,1,12183,0.292202,0,1,1,1,1
marczych/RayTracer,C++,0.671233,1,0,0.000196,9.615385,0.307692,1,571454,0.000000,43,0,1,1,1
simplerr/Project-Warlock,C++,0.988889,1,0,0.069400,6.285714,0.857143,0,5837,0.018858,0,0,1,1,1
toaarnio/llvm-ir-memprotect,C++,0.857143,2,0,0.214559,28.700001,2.400000,1,18124,0.015682,4,1,1,1,1
sparist/Om,C++,0.917323,1,0,0.275366,15.478261,0.869565,1,17647,0.479790,63,1,1,1,1
tum-vision/tum_ardrone,C++,0.942857,2,0,0.185226,2.363636,2.045455,1,11498,0.000000,74,1,1,1,1
akrzemi1/Optional,C++,1.000000,1,0,0.066306,3.916667,1.083333,1,1923,0.000000,106,0,1,1,1
iteratedecks/iteratedecks,C++,0.853659,4,0,0.113632,33.250000,3.300000,1,25268,0.320193,2,1,1,1,1
albertz/openlierox,C++,0.919795,1,0,0.213348,9.450000,3.350000,1,339592,0.106337,56,1,1,1,1
mikestillman/practice2,C++,0.909774,3,0,0.119102,38.944443,0.055556,1,126289,0.046538,0,1,1,1,1
turtlebot/turtlebot_arm,C++,1.000000,3,0,0.099645,4.710526,0.394737,1,7642,0.058566,7,1,1,1,1
tongpengfei/tui,C++,0.867470,1,0,0.193658,2.300000,0.100000,1,13239,0.193763,48,1,1,1,1
Preece/TGL,C++,0.979381,1,0,0.225473,16.333332,9.333333,0,18758,0.000000,0,0,1,1,1
loganchien/llvm,C++,0.990530,49,0,0.229150,68.423080,0.000000,1,960564,0.038880,2,1,1,1,1
slowmoVideo/slowmoVideo,C++,0.973822,2,0,0.104810,9.088889,0.733333,1,31886,0.012875,189,1,1,1,1
eelcocramer/node-bluetooth-serial-port,C++,0.714286,1,1,0.239578,6.111111,2.333333,1,3099,0.372713,196,1,1,1,1
gudkov-konstantin/access-manager,C++,0.955556,1,0,0.025925,2.437500,1.062500,1,13939,0.000000,0,0,1,1,1
blackberry/CppUnit,C++,0.836111,2,0,0.163007,1.333333,0.222222,1,59703,0.012796,7,1,1,1,1
ros-planning/navigation_experimental,C++,0.925926,4,0,0.327175,2.377778,0.266667,1,4771,0.000000,7,1,1,1,1
IL2HorusTeam/Horus-Commander,C++,0.979167,1,1,0.002725,6.230769,1.846154,0,2571,0.000000,0,0,1,1,1
MasteringOpenCV/code,C++,0.893333,2,0,0.135844,1.470588,2.823529,1,131118,0.032422,1030,1,1,1,1
benlaurie/tensor,C++,1.000000,2,0,0.117318,52.500000,0.500000,0,1422,0.574359,1,1,1,1,1
nemomobile/timed,C++,0.900000,3,0,0.193309,4.575000,1.425000,1,26278,0.050346,1,1,1,1,1
mendsley/tinystl,C++,0.722222,1,0,0.206711,2.121212,0.121212,1,1795,0.351655,43,1,1,1,1
lvklabs/QSsh,C++,0.974359,1,0,0.229986,2.875000,0.625000,1,51152,0.035224,34,1,1,1,1
dwbuiten/d2vsource,C++,0.785714,3,0,0.284516,3.850000,0.700000,1,1280,0.169216,12,1,1,1,1
treefrogframework/treefrog-framework,C++,0.734177,2,0,0.174629,26.269232,1.500000,1,48051,0.014318,278,1,1,1,1
freesmee/freesmee-desktop,C++,0.978142,1,0,0.286891,4.000000,1.000000,1,23725,0.056877,2,1,1,1,1
nekko1119/nek,C++,0.621739,1,1,0.013370,15.120000,0.040000,1,9813,0.437181,0,1,1,1,1
stonier/ecl_core,C++,0.916318,2,0,0.335990,7.440000,1.440000,1,131974,0.029990,5,1,1,1,1
ddemidov/amgcl,C++,0.987500,1,1,0.245074,25.074074,0.481481,1,15005,0.011678,56,1,1,1,1
mikedlowis/data-structures,C++,0.100000,2,0,0.173601,4.463415,0.902439,1,5706,0.417633,4,1,1,1,1
simsong/be13_api,C++,0.906250,1,0,0.212125,10.818182,0.409091,0,5887,0.181489,3,0,1,1,1
