repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
martim00/tablelize_it,C++,0.768116,1,0,0.096788,2.000000,1.333333,1,4271,0.035726,0,0,1,1,1
pfalcon/PeripheralTemplateLibrary,C++,0.826087,2,0,0.308188,21.954544,0.045455,1,5045,0.019015,20,1,1,1,1
greut/fisheye,C++,1.000000,1,0,0.072209,51.000000,2.000000,0,3401,0.000000,0,0,1,1,1
xilabs/Aether,C++,0.934940,2,0,0.261989,5.272727,0.818182,1,86351,0.061116,0,1,1,1,1
Ema93sh/a.out,C++,0.800000,2,0,0.350985,5.625000,1.250000,0,11897,0.000000,2,0,1,1,1
CVC4/CVC4,C++,0.962264,6,1,0.181914,62.333332,1.488889,1,207727,0.132548,98,1,1,1,1
gammalib/gammalib,C++,0.983486,1,0,0.475948,58.923077,0.038462,1,114153,0.093352,4,1,1,1,1
ups100/TIN,C++,1.000000,3,0,0.379332,11.666667,4.666667,0,8964,0.000000,2,0,1,1,1
AdamSomers/muskit,C++,0.733333,1,0,0.159912,2.875000,0.125000,0,10648,0.579677,28,0,1,1,1
The-Covenant/android_device_samsung_i927,C++,0.733333,3,0,0.170144,12.000000,1.000000,1,8266,0.000000,2,1,1,1,1
djyt/cannonball,C++,0.918919,1,0,0.239780,7.347826,0.521739,1,24060,0.000000,131,0,1,1,1
Eyescale/hwsd,C++,0.964286,2,1,0.182223,12.640000,1.240000,1,3339,0.000000,3,1,1,1,1
quassel/quassel,C++,1.000000,5,1,0.178339,14.372093,2.767442,1,84069,0.000000,257,1,1,1,1
themoos/ui-moos,C++,0.928571,2,0,0.163422,6.000000,1.000000,1,9240,0.000000,3,1,1,1,1
BristolTopGroup/AnalysisSoftware,C++,0.905983,4,1,0.124929,22.488890,3.333333,1,25063,0.018916,1,1,1,1,1
ldionne/mpl11,C++,0.661765,1,0,0.282861,21.714287,0.619048,1,9280,0.277545,66,1,1,1,1
mcallegari/qlcplus,C++,0.993298,3,1,0.109664,94.250000,17.071428,1,259544,0.000485,120,1,1,1,1
nuodb/ruby-nuodb,C++,0.500000,6,1,0.237344,4.538462,0.615385,1,2561,0.000000,3,1,1,1,1
maxdebayser/SelfPortrait,C++,0.970588,2,0,0.044199,3.805556,0.277778,1,13000,0.000000,1,1,1,1,1
jeffsegall/maestro,C++,0.891892,3,0,0.184904,25.909092,0.045455,1,15152,0.648801,1,1,1,1,1
zillians/mud,C++,0.846154,2,0,0.157798,207.000000,4.000000,1,5578,0.000000,1,1,1,1,1
phoboslab/JavaScriptCore-iOS,C++,0.941439,2,0,0.238385,3.565217,1.217391,1,396294,0.000000,277,1,1,1,1
yast/yast-pkg-bindings,C++,0.949153,4,1,0.296856,7.296000,0.344000,1,10713,0.000000,1,1,1,1,1
meshula/LabSound,C++,0.915686,2,0,0.358871,12.000000,0.523810,1,62540,0.149001,2,1,1,1,1
ashwin/coursera-heterogeneous,C++,0.666667,3,0,0.108271,9.037037,1.629630,0,1858,0.000000,48,0,1,1,1
torognes/swarm,C++,0.954545,2,0,0.130053,6.357143,1.821429,1,6517,0.000000,28,1,1,1,1
danomatika/PdParty,C++,0.839827,1,0,0.132076,10.352941,1.823529,1,115249,0.000000,69,0,1,1,1
xzero/x0,C++,0.967914,1,1,0.189338,58.854839,1.354839,1,50069,0.112255,110,1,1,1,1
LegendRhine/practice,C++,0.984375,1,0,0.197776,20.666668,0.666667,1,9236,0.000000,0,0,1,1,1
hirisc/m2dec,C++,0.743590,1,0,0.043793,5.460000,0.020000,1,31267,0.645612,4,1,1,1,1
qehgt/myrpc,C++,0.928571,1,0,0.067918,7.666667,0.277778,1,2477,0.067755,16,1,1,1,1
themoos/core-moos,C++,0.726027,2,0,0.278596,7.128205,0.217949,1,24221,0.081965,9,1,1,1,1
nerdvegas/certus,C++,0.964912,1,0,0.159035,8.000000,1.000000,1,5493,0.000000,5,0,1,1,1
devicehive/devicehive-cpp,C++,0.906250,1,0,0.291816,2.769231,0.153846,1,14935,0.030160,2,1,1,1,1
ViniGodoy/ForFun,C++,0.194444,1,0,0.261799,21.799999,0.600000,0,3316,0.292220,5,0,1,1,1
hlp/AutoDJ,C++,0.909091,1,0,0.115819,19.142857,2.142857,0,7993,0.226318,4,0,1,1,1
nixxcode/amsynth,C++,0.745455,1,1,0.272281,7.103448,0.068966,1,11461,0.260217,27,1,1,1,1
jitrc/eklavya-ros-pkg,C++,0.777778,3,0,0.235099,59.833332,0.166667,1,17005,0.102962,0,1,1,1,1
vcmi/vcmi,C++,0.953819,8,1,0.082993,67.269234,3.769231,1,163918,0.001470,361,1,1,1,1
tfiner/adobe_asl,C++,0.977492,1,0,0.084875,36.000000,1.000000,1,552432,0.040738,1,1,1,1,1
mungogames/wombat_combat,C++,0.903226,3,0,0.217074,18.250000,1.250000,0,1825,0.000000,0,0,1,1,1
jablonkai/dbFlow,C++,0.818182,1,0,0.239196,10.666667,3.333333,1,1275,0.000000,1,0,1,1,1
underbent/slashdiablo-maphack,C++,0.842105,1,0,0.090448,4.214286,0.142857,1,14567,0.040534,12,1,1,1,1
ampas/CTL,C++,0.941176,6,0,0.122301,2.224490,0.571429,1,94351,0.021882,43,1,1,1,1
pediapress/zim-vendor,C++,0.886311,1,0,0.172879,2.625000,0.125000,1,259313,0.006179,1,1,1,1,1
lakesh/contraction_hierarchies,C++,0.900826,1,0,0.219112,5.000000,1.000000,1,23142,0.000000,2,0,1,1,1
lfranchi/libechonest,C++,0.983333,2,0,0.207129,5.890909,0.509091,1,8808,0.224122,8,1,1,1,1
barthez/book-recognition-with-surf,C++,1.000000,2,0,0.354662,25.000000,4.000000,1,1992,0.498723,1,1,1,1,1
saruneko/tori,C++,0.966292,3,0,0.214762,26.000000,11.000000,1,7983,0.000000,3,1,1,1,1
nazarow/my-mangos-server,C++,0.863739,13,0,0.171931,25.000000,0.000000,1,754297,0.021301,1,1,1,1,0
jmarshall/cansam,C++,0.931818,1,1,0.270122,1.923077,0.134615,1,5985,0.108475,2,0,1,1,1
skelcl/skelcl,C++,0.936416,3,1,0.306888,5.393939,0.060606,1,21212,0.092669,12,1,1,1,1
kalxas/gnorasi,C++,0.982593,2,0,0.244899,3.846154,0.461538,1,418731,0.006489,0,1,1,1,1
ninsun/ningeProject,C++,0.867925,2,0,0.236352,8.666667,0.444444,1,4032,0.000000,1,1,1,1,1
Metalab/ctrl-cut,C++,0.942105,1,0,0.166191,10.088235,2.911765,1,54737,0.032654,45,1,1,1,1
evincarofautumn/protodata,C++,0.772727,1,0,0.065033,51.000000,6.000000,1,2122,0.000000,29,0,1,1,1
visualfc/liteide,C++,0.925606,1,0,0.140097,40.851852,15.296296,1,118550,0.016803,2574,1,1,1,1
ParanoidAndroid/android_external_skia,C++,0.967831,9,0,0.156356,5.368421,0.000000,1,346080,0.043277,0,1,1,1,1
FaerieFrOSt/Compact,C++,0.909091,2,0,0.008258,3.285714,3.285714,1,3340,0.000000,1,1,1,1,1
maxrd2/subtitlecomposer,C++,0.996078,2,0,0.169857,2.263889,0.319444,1,33649,0.016307,17,1,1,1,1
OSSIA/Score,C++,0.864865,2,0,0.330220,31.250000,0.291667,1,9540,0.003881,6,1,1,1,1
jrlewis/qtcreator,C++,0.966451,12,0,0.151556,12.500000,0.000000,1,1156809,0.057994,1,1,1,1,1
jonstewart/fsrip,C++,0.500000,2,0,0.076555,2.844444,0.066667,1,2212,0.119491,11,1,1,1,1
benMcChesney/ofxKinectSDK_FaceTracking,C++,0.730000,1,0,0.253284,19.000000,3.000000,0,14210,0.110557,16,0,1,1,1
strattonbrazil/Sunshine,C++,0.923077,1,0,0.209942,3.692308,1.153846,1,7662,0.000000,2,0,1,1,1
studentkittens/Freya,C++,0.955975,3,0,0.101616,42.857143,0.142857,1,80020,0.000000,5,1,1,1,1
legnaleurc/qbtd,C++,0.971429,1,0,0.016339,20.400000,1.400000,0,2931,0.000000,4,0,1,1,1
peterxsu/Stratego-with-Basic-AI,C++,0.933333,2,0,0.146887,8.700000,1.800000,0,2480,0.000000,0,0,1,1,1
smirn0v/objclint,C++,0.684211,2,0,0.180710,4.421053,0.105263,1,2345,0.000000,11,1,1,1,1
Neoracle/DymonRepo,C++,0.972222,2,0,0.039581,50.799999,10.600000,0,8517,0.000000,0,0,1,1,1
murank/TortoiseGitMod,C++,0.868515,2,0,0.137272,75.000000,6.000000,1,408901,0.184577,1,1,1,1,1
statismo/statismo,C++,0.976744,2,1,0.379800,18.189190,5.108108,1,26305,0.016331,35,1,1,1,1
Oxyd/APNS,C++,0.971429,1,0,0.099956,15.000000,0.687500,0,10814,0.263617,1,0,1,1,1
alexhairyman/scrummy,C++,0.882353,1,0,0.223048,6.285714,0.428571,1,1266,0.006222,1,1,1,1,1
dribbroc/HONEI,C++,0.976589,1,0,0.194460,3.181818,0.212121,1,360578,0.000982,7,0,1,1,1
anoopjohn/gphpedit,C++,0.700441,2,0,0.118948,9.181818,0.151515,1,84979,0.714467,14,1,1,1,1
petersimonsson/libqatemcontrol,C++,0.875000,1,0,0.066580,4.750000,0.531250,1,6260,0.000000,23,0,1,1,1
BristolTopGroup/NTupleProduction,C++,0.985075,4,0,0.104766,14.911111,3.066667,1,11130,0.000000,1,1,1,1,1
bytemaster/mace,C++,0.858586,1,0,0.053878,87.000000,0.500000,1,220652,0.004926,6,1,1,1,1
griffinmilsap/hitest,C++,0.926829,2,0,0.431248,14.200000,0.400000,1,6192,0.000000,3,1,1,1,1
AXR/browser,C++,0.937500,1,1,0.327033,5.500000,0.857143,1,2911,0.000000,0,1,1,1,1
CPqD/nox13oflib,C++,0.901345,1,0,0.210033,4.000000,1.400000,1,54700,0.146220,8,1,1,1,1
Morwenn/POLDER,C++,0.826087,1,0,0.231724,11.075000,0.050000,1,14432,0.626160,5,1,1,1,1
naoyam/physis,C++,0.924188,1,0,0.190889,13.266667,0.377778,1,100946,0.560863,16,1,1,1,1
amireh/grind,C++,0.928571,1,0,0.216870,93.000000,38.000000,1,9313,0.752241,2,1,1,1,1
karuiwu/reparse,C++,0.856643,2,0,0.222934,5.411765,0.941176,0,37425,0.000000,1,0,1,1,1
MooseTheBrown/psmoveinput,C++,0.929134,1,0,0.236549,2.062500,0.062500,1,89431,0.681694,4,0,1,1,1
wo3kie/AssocVector,C++,0.333333,1,0,0.066385,26.833332,0.500000,1,7060,0.000000,4,0,1,1,1
Krigu/Gaze,C++,0.920455,2,0,0.153223,19.500000,0.300000,1,29109,0.260449,22,1,1,1,1
ronchaine/Wheel,C++,0.872340,1,0,0.176142,3.617647,0.235294,1,8284,0.004894,1,1,1,1,1
klangfreund/Choreographer,C++,0.965517,2,0,0.180335,10.263158,0.052632,1,513943,0.890463,6,1,1,1,1
mapu/llvm,C++,0.987581,30,0,0.208455,334.000000,0.000000,1,797248,0.030590,0,1,1,1,1
mozilla-servo/rust-azure,C++,0.870130,5,0,0.164638,11.481481,3.037037,1,62364,0.011921,26,1,1,1,1
tjhladish/dengue,C++,1.000000,2,0,0.100752,7.758621,0.000000,1,11374,0.475275,1,1,1,1,1
sfu-group6/talkingcalendar,C++,0.821429,9,0,0.157332,117.000000,0.000000,1,29369,0.143354,0,1,1,1,1
antonbarty/cheetah,C++,0.971429,7,0,0.224900,23.653061,0.387755,0,48090,0.504125,6,1,1,1,1
robinvierich/fydp,C++,0.809524,3,0,0.074332,19.666668,2.222222,1,44381,0.000000,2,1,1,1,1
CBA2011/WASABIQtGui,C++,0.862069,2,0,0.072075,2.914286,0.142857,1,32584,0.000000,3,1,1,1,1
dailin/wesnoth_ios,C++,0.826555,1,0,0.151039,1.333333,1.000000,1,5609597,0.032367,17,0,1,1,1
vslavik/xmlwrapp,C++,0.912281,2,1,0.359343,1.935252,0.143885,1,7258,0.020620,9,1,1,1,1
TooTallNate/node-vorbis,C++,0.086207,1,1,0.067140,4.450000,0.450000,1,121138,0.000000,23,1,1,1,1
jktjkt/trojita,C++,0.987854,1,0,0.142484,69.181816,0.272727,1,108907,0.196429,35,1,1,1,1
harrism/hemi,C++,0.666667,1,0,0.144136,3.464286,0.214286,1,1978,0.222222,115,1,1,1,1
monettenom/parseus,C++,0.820896,1,0,0.063317,3.500000,2.000000,1,8173,0.000000,1,0,1,1,1
JodiTheTigger/game-in-a-box,C++,0.925926,1,1,0.227566,48.312500,3.000000,1,152005,0.794190,2,1,1,1,1
mvallebr/ZorbaJavaWrapper,C++,1.000000,1,0,0.546983,7.333333,0.666667,1,12128,0.000000,1,0,1,1,1
hobu/spiritcsv,C++,0.875000,1,0,0.226018,3.500000,0.500000,1,589,0.220930,8,1,1,1,1
shaldoney/Alkoool,C++,0.860700,8,0,0.159182,57.333332,0.000000,1,1035930,0.009531,1,1,1,1,0
anttisalonen/freekick3,C++,1.000000,1,0,0.003271,10.933333,0.033333,1,79543,0.177464,21,1,1,1,1
SuperV1234/SSVOpenHexagon,C++,0.811321,1,0,0.054528,45.964287,3.892857,1,11941,0.000000,206,0,1,1,1
patrickdemond/Alder,C++,0.987952,2,0,0.232180,24.250000,0.083333,1,14432,0.121709,0,1,1,1,1
biolab-unige/nifti2dicom,C++,0.882353,2,1,0.298813,3.800000,0.413333,1,4687,0.000000,8,1,1,1,1
libgdx/fbx-conv,C++,0.658537,4,0,0.303457,5.285714,2.785714,1,8504,0.062891,150,1,1,1,1
basvodde/filezilla,C++,0.966049,1,0,0.103791,12.500000,0.125000,1,121171,0.011943,33,1,1,1,1
chrislu/schism,C++,0.928882,1,1,0.063477,8.867925,0.415094,1,86081,0.000000,9,1,1,1,1
priomsrb/lighttasks,C++,1.000000,1,0,0.221582,5.000000,1.400000,1,3153,0.000000,10,0,1,1,1
certik/csympy,C++,0.940594,1,1,0.206903,38.548386,4.129032,1,23231,0.264251,3,1,1,1,1
microcai/llvm-qbasic,C++,0.875000,1,0,0.166913,8.052632,0.263158,1,6269,0.000000,31,0,1,1,1
specialunderwear/socket.io.stresstest,C++,0.911315,1,0,0.178596,15.500000,0.250000,1,54151,0.008308,8,1,1,1,1
joshcates/ITKParticleShapeModeling,C++,0.979798,2,0,0.284812,2.363636,0.318182,1,12592,0.458390,2,1,1,1,1
vinc/purplehaze,C++,0.980000,1,1,0.162453,4.200000,0.100000,1,5049,0.216461,4,1,1,1,1
ros/diagnostics,C++,1.000000,9,0,0.320041,6.246154,0.615385,1,24101,0.885451,6,1,1,1,1
iHateInventNames/synergy-through-usb,C++,0.924149,3,0,0.201678,4.769231,1.230769,1,256496,0.097589,21,1,1,1,1
wdavidw/node-sigar,C++,0.333333,1,1,0.064679,5.000000,2.000000,1,1904,0.000000,41,1,1,1,1
tarasko/edba,C++,0.923077,2,1,0.356619,4.468750,0.468750,1,99268,0.080690,8,1,1,1,1
allan-simon/tatoebacpp,C++,0.950000,1,0,0.478312,3.448276,1.034483,1,7161,0.000000,2,0,1,1,1
lisitsyn/tapkee,C++,0.853333,1,1,0.201677,13.285714,0.857143,1,11710,0.115275,156,1,1,1,1
toshic/libelliptics_proxy,C++,0.800000,1,0,0.262010,4.666667,0.666667,1,1831,0.029960,5,1,1,1,1
jakobkroeker/HMAC,C++,0.936170,1,0,0.116787,5.416667,2.666667,1,28054,0.000000,0,0,1,1,1
HellicarAndLewis/MulticolouredMagic,C++,0.928000,1,0,0.316247,3.568182,0.613636,1,82415,0.003328,18,1,1,1,1
BaiduCC/BGCC,C++,0.431461,4,0,0.167975,1.931034,0.275862,1,549318,0.002019,145,1,1,1,1
francisengelmann/FabScan100,C++,0.918033,4,0,0.220686,10.250000,0.458333,1,7521,0.049947,87,1,1,1,1
OpenHEVC/openHEVC,C++,0.054455,4,0,0.188347,84.285713,0.964286,1,108906,0.016350,154,1,1,1,1
HessiJames/soundkonverter,C++,0.876543,1,0,0.075266,11.540541,0.621622,1,31531,0.000000,26,0,1,1,1
jonstewart/liblightgrep,C++,0.952607,1,1,0.071909,7.250000,0.285714,1,64926,0.781685,24,1,1,1,1
flavio/qjson,C++,0.969697,9,0,0.183898,5.381579,0.960526,1,7668,0.213133,119,1,1,1,1
dannyedel/dspdfviewer,C++,0.958333,1,1,0.273023,5.222222,1.259259,1,2273,0.000000,45,1,1,1,1
Themaister/RetroArch-Phoenix,C++,0.948837,1,0,0.045318,5.652174,0.434783,1,24395,0.017936,20,1,1,1,1
GoldenCheetah/GoldenCheetah,C++,0.992857,2,0,0.102698,54.098038,25.980392,1,424956,0.050649,277,1,1,1,1
sans-sense/queralyzer,C++,1.000000,2,0,0.196045,2.750000,0.458333,1,2876,0.000000,0,1,1,1,1
krig/koi,C++,0.967742,2,0,0.125623,1.687500,0.250000,1,13525,0.134211,4,1,1,1,1
dozeo/screengrabber,C++,0.875000,2,0,0.086346,8.642857,1.500000,0,4754,0.504495,5,1,1,1,1
Hawk777/ssl-refbox,C++,1.000000,1,0,0.088834,3.565217,0.652174,1,2705,0.000000,9,0,1,1,1
jthornber/thin-provisioning-tools,C++,0.964912,2,0,0.113014,14.794872,0.641026,1,21574,0.039246,26,1,1,1,1
vle-forge/packages,C++,0.940928,3,0,0.244130,6.928571,3.392857,1,63326,0.064262,3,1,1,1,1
Jeaye/JeayeSON,C++,0.636364,1,0,0.114343,5.785714,0.428571,1,2315,0.455520,69,1,1,1,1
MarkEMarkEMark/G35-MEO-Programs,C++,0.400000,1,0,0.134976,22.000000,1.500000,1,3230,0.000000,10,0,1,1,1
puku0x/cvdrone,C++,0.781250,1,0,0.377375,2.538462,0.807692,1,83455,0.000000,90,0,1,1,1
monocasual/giada,C++,0.921260,1,0,0.217550,33.464287,1.714286,1,37738,0.277647,117,1,1,1,1
rillian/webrtc,C++,0.890290,11,0,0.165336,26.200001,0.000000,1,414590,0.207702,9,1,1,1,1
SuperV1234/SSVStart,C++,0.872727,1,0,0.096238,29.464287,0.285714,1,5550,0.000000,14,0,1,1,1
kadavros/stx,C++,0.648936,1,0,0.106764,8.750000,0.250000,0,5641,0.095230,0,0,1,1,1
HoverRace/HoverRace,C++,0.907452,1,0,0.232087,73.892860,10.500000,1,127757,0.039432,9,1,1,1,1
B9Creations/B9Creator,C++,0.946429,1,0,0.209680,6.750000,0.166667,1,33187,0.000000,42,0,1,1,1
r-lyeh/moon9,C++,0.778427,1,0,0.142138,5.956522,0.043478,1,642550,0.061103,11,1,1,1,1
performous/performous,C++,0.961538,4,0,0.124834,15.363636,2.545455,1,22141,0.000000,110,1,1,1,1
alexanderpanchenko/stc,C++,0.842105,1,0,0.006234,16.000000,6.000000,0,431925,0.000000,2,0,1,1,1
Eronarn/Crawling-Chaos,C++,0.960549,5,0,0.089407,11.884615,0.076923,1,330859,0.001523,3,1,1,1,1
srv/viso2,C++,0.972973,2,0,0.276139,3.514286,0.657143,1,10724,0.000000,28,1,1,1,1
esteve/r2d2-nxt,C++,1.000000,1,0,0.159249,13.000000,1.000000,1,2071,0.000000,3,0,1,1,1
alorence/tym,C++,0.982759,1,0,0.164927,44.454544,0.272727,1,13058,0.008735,2,1,1,1,1
ros-planning/navigation,C++,0.929730,9,0,0.320098,18.600000,7.155556,1,24529,0.144278,83,1,1,1,1
epoyraz/CVL,C++,0.800000,2,0,0.165365,28.000000,0.000000,1,3020,0.500469,3,1,1,1,1
pr061012/pr061012,C++,0.975410,4,0,0.324835,46.636364,7.454545,1,11534,0.096768,5,1,1,1,1
woboq/woboq_codebrowser,C++,0.956522,2,0,0.169135,8.040000,0.880000,0,5048,0.109273,196,1,1,1,1
slra/slra,C++,0.880734,4,0,0.190426,6.707317,0.219512,1,6364,0.000000,11,1,1,1,1
alexiswolfish/AiVDJ,C++,1.000000,2,0,0.168713,105.000000,10.000000,0,2103,0.000000,1,0,1,1,1
Normo/Q2_QuickQuizzer,C++,1.000000,1,0,0.098665,62.000000,11.000000,1,5483,0.000000,0,0,1,1,1
wang-bin/QtAV,C++,0.954023,1,1,0.278261,73.413795,14.103448,1,52714,0.019407,674,1,1,1,1
guruofquality/PMC,C++,0.750000,1,0,0.281572,11.800000,1.000000,1,1883,0.198925,4,1,1,1,1
TUD-OS/seoul,C++,0.866667,2,0,0.220497,8.307692,3.307692,1,19534,0.000106,19,1,1,1,1
appcelerator/titanium_mobile_blackberry,C++,0.982301,5,0,0.237687,39.828571,8.000000,1,75491,0.042469,32,1,1,1,1
avalero/OOML,C++,0.903614,1,0,0.509894,5.909091,1.000000,1,6741,0.037641,14,1,1,1,1
cvjena/nice-core,C++,0.943787,5,0,0.331662,10.303030,0.030303,0,31994,0.047860,7,1,1,1,1
LabAdvComp/UDR,C++,0.965517,2,0,0.174592,6.312500,1.312500,1,18117,0.036711,145,1,1,1,1
allan-simon/tatowiki,C++,0.843750,1,0,0.173601,7.576923,3.423077,1,27983,0.123252,6,1,1,1,1
c42f/displaz,C++,0.971831,1,0,0.107334,11.357143,1.357143,1,42622,0.005879,30,1,1,1,1
bioinf/Sibelia,C++,0.798172,1,0,0.209779,12.851852,5.555556,1,525874,0.001774,20,1,1,1,1
MrDHat/Syn-C,C++,0.857143,2,0,0.100759,6.333333,0.000000,1,9611,0.871103,4,1,1,1,1
PhoenixClub/bones,C++,0.750000,2,0,0.120536,6.000000,1.666667,1,233,0.055838,2,1,1,1,1
googl1/TUDAMaensa,C++,1.000000,1,0,0.308380,13.500000,5.000000,1,960,0.000000,0,0,1,1,1
rookian1337/introduction_cpp_exercises,C++,0.937500,1,0,0.120710,8.666667,6.333333,0,2339,0.000000,1,0,1,1,1
tgarr/twod,C++,1.000000,1,0,0.177822,4.125000,0.250000,1,3340,0.000000,0,0,1,1,1
danvratil/presquile,C++,1.000000,3,0,0.251997,2.055556,0.055556,1,3746,0.004177,3,1,1,1,1
thunder422/ibcp,C++,0.972973,1,0,0.219069,11.790323,0.177419,1,8313,0.000000,1,0,1,1,1
jbarreneche/75.74-Aeropuerto,C++,0.921466,3,0,0.190543,65.000000,3.200000,1,17816,0.000000,0,1,1,1,1
mhozza/rubik,C++,0.527778,1,0,0.204622,17.000000,10.000000,0,4315,0.000000,0,0,1,1,1
bskari/mysql-cpp,C++,0.941176,1,0,0.118110,4.500000,0.312500,0,2058,0.399080,11,0,1,1,1
morethanlogic/ofxMtlMapping2D,C++,0.935484,1,0,0.163105,7.520000,0.240000,1,2708,0.000000,42,0,1,1,1
stormbrew/channel9,C++,0.722222,1,1,0.115109,12.805556,0.111111,1,344543,0.355822,6,1,1,1,1
pmiddend/fruitcut,C++,0.927485,3,0,0.019103,1.972222,0.527778,1,41690,0.013160,3,1,1,1,1
arborworkflows/ARBOR,C++,0.000000,4,1,0.234631,5.821429,1.964286,0,1498,0.000000,4,1,1,1,1
sim-x/simx,C++,0.832653,1,1,0.233502,2.960000,0.280000,1,68073,0.075603,13,1,1,1,1
casadi/casadi,C++,0.872126,2,1,0.311698,151.066666,29.888889,1,191600,0.009823,90,1,1,1,1
toi333/GeometryLib,C++,0.772152,1,0,0.099116,11.666667,4.666667,0,3365,0.000000,0,0,1,1,1
rorywalsh/cabbage,C++,0.913636,3,0,0.223303,8.333333,0.233333,1,319319,0.001767,45,1,1,1,1
tjlane/odin,C++,0.000000,1,1,0.044499,20.434784,3.565217,1,27876,0.000000,5,1,1,1,1
cwrucutter/cwrucutter_core,C++,0.947368,2,0,0.316652,5.785714,0.071429,1,9937,0.064273,3,1,1,1,1
raphendyr/yaal,C++,0.712766,3,0,0.100317,13.764706,0.882353,0,8963,0.011130,1,1,1,1,1
Stigaard/QtGigE,C++,1.000000,3,0,0.139831,5.285714,0.142857,1,1424,0.208901,2,1,1,1,1
candycode/qlua,C++,0.888889,1,0,0.331250,14.000000,3.000000,1,1960,0.040488,7,1,1,1,1
OSGeo/gdal,C++,0.956437,3,1,0.221708,44.683674,0.530612,1,1113130,0.017340,192,1,1,1,1
jinjuyu/guitareffectvst,C++,0.843077,1,0,0.114958,45.200001,0.200000,1,162043,0.000960,0,0,1,1,1
Limecraft/ebu-mxfsdk,C++,0.965969,2,0,0.041566,18.608696,0.173913,1,435171,0.000000,15,1,1,1,1
szchkt/leaklog,C++,0.990991,2,0,0.084921,9.250000,0.312500,1,49983,0.165969,3,1,1,1,1
YggdrasiI/TinyPrint,C++,1.000000,1,0,0.221416,9.250000,0.187500,1,6333,0.000000,4,0,1,1,1
AXR/core,C++,0.986784,2,1,0.350415,34.666668,5.388889,1,28871,0.000000,102,1,1,1,1
osu-capstone-nvidia-project-2013/Zeus,C++,0.921547,4,0,0.360261,23.000000,0.600000,0,159462,0.000000,2,0,1,1,1
taylor001/crown,C++,0.848066,2,0,0.197700,91.354836,1.548387,1,230184,0.006028,145,1,1,1,1
Foxious/phEngine,C++,0.876777,2,0,0.231126,5.666667,0.000000,1,90897,0.680351,0,1,1,1,1
HeeroYui/etk,C++,0.661290,1,0,0.179450,7.821429,0.035714,1,11942,0.026778,0,1,1,1,1
reverbrain/grape,C++,0.883721,2,0,0.157735,13.923077,0.961538,1,6793,0.059907,59,1,1,1,1
nemomobile/buteo-mtp,C++,0.942857,3,0,0.222867,6.700000,1.375000,1,17106,0.003815,0,1,1,1,1
ros-visualization/interactive_markers,C++,1.000000,4,1,0.222048,3.090909,0.545455,1,3475,0.393585,3,1,1,1,1
louvainlinux/KapCompta,C++,0.953488,1,0,0.290974,10.083333,0.333333,1,3601,0.000000,4,0,1,1,1
cloudcompare/trunk,C++,0.960739,2,1,0.197667,39.857143,7.321429,1,293356,0.328709,170,1,1,1,1
ilpincy/argos3,C++,0.959055,2,0,0.414650,23.392857,0.285714,0,62976,0.018034,31,1,1,1,1
berkus/metta,C++,0.977974,2,1,0.162551,20.875000,0.041667,1,364725,0.038539,36,1,1,1,1
mateuszbaran/ECG-analyzer,C++,0.839416,11,0,0.344605,79.750000,9.000000,1,110508,0.000000,7,1,1,1,1
ndonald2/drawAndFade,C++,0.714286,1,0,0.127318,47.000000,2.000000,0,2447,0.000000,1,0,1,1,1
jetty840/Sailfish-G3Firmware,C++,0.821862,5,0,0.223687,8.849057,0.981132,1,94528,0.339235,20,1,1,1,1
wg-perception/opencv_candidate,C++,0.926829,2,0,0.139789,7.236842,0.157895,1,8895,0.053608,2,1,1,1,1
npadmana/lowdiscrepancyRR,C++,0.968750,1,0,0.133507,31.000000,12.500000,0,4982,0.000000,0,0,1,1,1
mikelizal/OBSmodules,C++,1.000000,3,0,0.279744,2.000000,1.000000,1,5989,0.000000,3,0,1,1,1
snogglethorpe/snogray,C++,0.978202,1,0,0.376643,8.580645,1.645161,1,33751,0.002452,5,1,1,1,1
kn65op/BFIOCL,C++,0.969697,2,0,0.055398,29.000000,3.000000,1,23730,0.068446,0,1,1,1,1
activata/Morphasynth,C++,0.755102,1,0,0.334693,11.750000,2.250000,1,2936,0.000000,1,0,1,1,1
lubyk/bt,C++,0.893691,1,0,0.125725,7.000000,0.500000,1,368900,0.089278,2,1,1,1,1
NoLifeDev/NoLifeStory,C++,0.873239,2,0,0.107109,8.441176,0.941176,1,14294,0.000000,20,1,1,1,1
ferstaberinde/F2,C++,0.333333,3,0,0.048809,22.125000,10.000000,0,2984,0.000000,7,0,1,1,1
lukhnos/openvanilla,C++,0.888889,1,0,0.199337,4.375000,0.375000,1,15454,0.000000,111,0,1,1,1
callaa/Drawpile,C++,0.997268,1,0,0.216315,18.461538,3.500000,1,56969,0.025171,121,1,1,1,1
BizarreCake/hCraft,C++,1.000000,1,0,0.226160,8.157895,0.684211,1,40675,0.000000,30,0,1,1,1
danieljordan10/cs371p-darwin-tests,C++,0.000000,12,0,0.204504,35.500000,0.500000,0,29392,0.000000,1,0,1,1,1
RehabMan/OS-X-Voodoo-PS2-Controller,C++,0.777778,2,0,0.238850,11.571429,1.571429,1,10247,0.000000,128,1,1,1,1
